293,M,56,1,55337-4056,59,2312,61,3,4
294,F,45,9,43147,73,2248,0,9,4
295,M,18,0,80203,53,135,54,8,6
296,M,50,5,89432,88,2247,32,2,2
297,M,18,2,97211,36,2341,77,1,3
298,F,18,4,19010,43,3224,3,6,1
299,M,25,12,97370,24,841,16,8,7
300,M,25,7,78664,32,727,21,2,2
301,M,18,4,61820,83,3272,44,7,8
302,M,18,4,04901,36,3001,89,7,6
303,M,25,7,20006,69,1908,34,7,6
304,M,25,0,55414,87,3707,43,2,7
305,F,18,0,55414,60,1566,21,3,4
306,M,18,0,53051,7,2042,22,8,0
307,M,50,16,90027,49,1612,75,6,5
308,M,25,2,10025,36,2829,26,9,4
309,M,25,4,16801,13,531,84,7,2
310,F,18,4,31207,61,2358,85,4,7
311,M,18,4,31201,69,1401,49,2,5
312,F,50,2,22207,38,517,77,6,9
313,F,18,4,02138,86,38,5,5,8
314,F,56,9,46911,57,3297,39,6,6
315,F,56,1,55105,56,3137,91,3,4
316,M,56,13,90740,13,388,82,4,5
317,M,35,7,38555,74,2192,9,4,2
318,F,56,13,55104,73,2518,60,4,5
319,F,50,6,33436,53,3368,7,7,0
320,M,35,6,99516,84,2996,60,4,4
321,M,18,4,55128,43,1244,75,1,9
322,M,56,17,55117,35,863,54,2,7
323,M,45,12,53716,79,147,0,2,2
324,M,35,17,55106,83,3102,39,5,4
325,F,50,3,55112,84,3806,81,0,1
326,M,50,11,25302,64,2532,87,4,4
327,M,35,18,55448,73,2627,88,3,0
328,M,35,12,80401,2,3603,26,2,7
329,M,35,7,02115,74,1594,93,0,3
330,M,56,7,92065,46,2115,24,3,3
331,M,25,7,55902,96,3726,17,6,0
332,M,50,1,55109,86,1834,43,3,2
333,M,35,2,55410,68,458,34,5,7
334,F,56,2,55113,28,3727,55,5,2
335,M,35,18,55434,71,2698,29,3,6
336,M,18,0,98765,46,249,86,5,3
337,M,18,19,80205,76,3098,81,0,3
338,M,35,7,55116,74,220,42,5,8
339,M,50,7,80207,44,3179,93,9,8
340,F,25,3,28001,10,2944,9,9,0
341,F,56,13,92119,98,3002,55,1,1
342,M,18,12,55076,65,2826,51,9,4
343,F,35,3,55127,41,2522,9,9,1
344,M,35,14,75034,67,2358,80,5,6
345,M,25,12,94114,6,902,6,9,1
346,F,25,0,55110,57,158,52,2,8
347,F,56,1,55305,85,2853,18,0,7
348,M,50,7,55110,29,2686,45,7,0
349,M,1,10,08035,75,1282,35,1,9
350,M,45,20,08035,81,143,11,1,7
351,M,18,4,55105,7,3882,59,4,1
352,M,18,4,60115,96,245,29,4,6
353,F,35,7,92625,18,1128,14,7,8
354,M,35,1,55117,1,81,57,1,9
355,M,18,3,55107,38,1559,9,6,2
356,M,56,20,55101,33,3833,66,9,9
357,M,18,0,98103,14,3099,71,1,5
358,F,56,1,20815,81,3284,67,8,3
359,M,25,17,55128,80,1139,65,5,9
360,M,35,17,28208,11,343,16,4,1
361,F,25,14,94115,28,2540,68,9,0
362,M,35,20,55407,77,1178,2,4,4
363,M,18,10,55419,21,1776,74,0,4
364,F,35,1,46815,70,1645,25,4,1
365,F,18,4,02138,25,1702,70,6,5
366,M,50,15,55126,35,3653,53,7,8
367,M,50,12,55421,3,521,98,7,1
368,M,25,0,90293,44,1673,5,5,7
369,M,35,1,55110,94,1143,0,0,3
370,M,18,17,22304,83,3885,13,7,2
371,M,18,4,02141,68,3849,60,8,1
372,F,18,4,72227,37,441,92,5,6
373,F,25,2,55347,28,1957,89,2,5
374,F,35,14,55346,80,890,92,3,5
375,M,25,2,55106,44,2558,90,2,6
376,M,35,1,80026,61,2934,51,9,7
377,M,25,17,55418,50,704,37,7,7
378,F,18,0,55105,64,1248,62,1,0
379,F,35,1,54822,90,3802,94,1,2
380,M,25,2,92024,39,2117,45,9,2
381,M,35,17,89015,85,3243,90,0,6
382,F,35,20,66205,90,3772,30,1,3
383,F,25,7,78757,8,1002,3,0,8
384,M,25,11,55075,11,3736,1,4,5
385,M,25,6,68131,4,1824,31,9,9
386,M,25,0,55408,66,457,93,4,8
387,F,35,7,55111,54,1419,7,0,3
388,F,25,0,10021,97,3842,27,5,2
389,M,25,6,68128,79,84,85,0,8
390,M,25,4,55405,2,1679,36,1,2
391,M,45,11,22122,78,1968,19,2,5
392,M,18,7,20037,63,570,49,7,4
393,M,35,17,55402,68,2487,94,2,4
394,M,18,0,55013,12,1323,76,1,4
395,M,18,5,55104,46,1445,75,8,0
396,M,25,1,56187,75,3717,46,3,2
397,M,35,17,22124,7,360,55,0,7
398,M,25,17,55454,35,1786,8,3,8
399,F,35,6,55128,86,976,10,2,5
400,F,18,3,55422,85,1456,73,9,5
401,M,18,0,55129,40,1092,39,0,1
402,M,25,11,55427,63,2237,94,3,8
403,M,18,4,02138,64,1528,25,2,0
404,M,18,4,10128,41,1851,32,6,3
405,M,56,1,13077,88,2596,68,6,3
406,M,25,20,55105,49,2205,74,0,8
407,M,18,17,89503,52,3649,13,7,9
408,M,25,11,02143,81,1681,79,3,0
409,M,18,12,55122,33,622,2,2,9
410,F,25,1,55417,37,1814,20,4,9
411,F,45,1,43214,39,3283,82,5,8
412,M,35,15,55117,97,3743,51,1,3
413,M,25,11,55409,91,3696,72,0,0
414,M,25,0,55317,20,2492,59,2,8
415,F,35,0,55406,76,3767,95,7,7
416,M,45,14,55076,52,1770,70,3,9
417,F,25,0,50613,28,2964,5,5,6
418,F,25,3,54016,24,1900,99,5,3
419,M,18,3,55422,14,886,63,6,0
420,M,35,1,55406,4,2821,73,9,3
421,F,45,3,55125,66,811,99,6,5
422,M,56,17,55104,68,3755,68,7,8
423,M,18,4,55455,39,1406,55,8,3
424,M,25,17,55112,19,3068,70,1,9
425,M,25,12,55303,32,3666,87,7,5
426,M,18,4,55455,82,386,65,4,7
427,M,35,12,55104,46,2554,3,7,3
428,F,18,4,55455,68,985,53,6,5
429,M,18,0,54901,97,2051,43,1,0
430,F,18,10,55306,79,3326,57,1,1
431,M,18,10,55303,6,761,80,7,0
432,M,45,16,55306,36,635,72,3,3
433,M,50,6,55115,100,1101,7,7,8
434,F,45,3,98155,7,3549,45,3,0
435,M,25,7,55125,29,3233,96,6,4
436,M,18,4,43023,75,329,4,5,0
437,M,35,17,55030,40,2417,3,5,1
438,M,18,11,53705,9,207,19,7,7
439,M,35,14,55129,3,1896,49,7,0
440,M,56,1,32940,26,601,95,8,7
441,M,35,1,55127,72,2595,38,0,0
442,M,25,1,55105,54,499,52,6,0
443,M,25,3,55421,27,2498,79,0,2
444,M,56,0,55108,99,2143,33,1,1
445,M,45,12,55117,32,3670,63,2,3
446,F,50,0,55042,55,2002,86,3,6
447,F,45,11,55105,79,873,99,1,5
448,M,25,17,80123,54,3904,72,5,4
449,M,25,7,85037,74,1008,59,6,5
450,M,45,1,24523,86,1628,71,6,8
451,M,56,13,54720,81,1164,63,3,8
452,M,50,17,55117,35,2108,66,2,0
453,M,18,4,55102,67,3275,42,5,7
454,M,25,20,55092,24,1417,97,3,5
455,F,35,2,55113,72,3276,77,3,4
456,M,35,0,55105,25,1042,42,2,4
457,M,18,4,54703,71,769,61,9,8
458,M,50,16,55405-2546,64,3309,51,9,2
459,F,18,4,55105,73,455,6,3,1
460,M,45,18,55313,51,2006,57,2,9
461,M,50,7,55075,82,3227,75,0,3
462,M,18,16,55416,36,890,6,8,0
463,M,25,7,55105,88,759,78,2,1
464,F,18,4,55455,5,1187,19,0,3
465,M,18,19,94523,65,3794,96,7,5
466,M,25,5,55405,65,3542,2,8,3
467,F,35,3,55075,48,3668,19,6,7
468,F,1,10,55082,21,3128,87,9,6
469,M,35,6,55122,37,3217,87,7,0
470,F,1,10,55068,51,3674,43,5,7
471,M,35,7,08904,19,2097,13,0,0
472,M,35,0,55418,96,679,37,3,9
473,F,18,4,55112,23,2042,52,6,7
474,M,25,17,92126,19,724,87,0,4
475,F,25,2,55421,99,1472,90,9,1
476,M,35,0,55127,89,3516,77,3,1
477,M,35,14,55410,93,3816,71,3,6
478,M,50,16,55113,85,568,55,0,7
479,M,25,12,55042,75,3197,0,5,2
480,F,18,4,55422,84,3070,8,2,8
481,M,45,7,55115,61,1569,75,7,5
482,M,25,14,55305,35,2916,2,9,2
483,M,18,12,55105,85,165,86,3,6
484,F,1,10,55104,84,3857,82,6,8
485,M,56,7,55042,52,1184,99,0,5
486,M,56,0,91367,1,2055,62,0,7
487,F,35,17,55082,77,612,43,2,1
488,M,25,12,55107,50,2911,40,1,5
489,M,18,4,55455,8,3689,21,6,1
490,M,1,10,55345,50,370,36,9,8
491,M,18,4,56043,32,2373,51,4,3
492,M,25,12,55112,55,2277,11,1,1
493,M,50,7,55016,78,2045,59,1,4
494,F,35,0,17870,0,2640,8,5,0
495,M,18,10,55421,78,3595,9,0,4
496,M,18,4,55455,10,2251,25,6,7
497,F,25,17,55412,99,1442,72,7,4
498,M,35,17,55113,91,2250,66,3,0
499,F,25,1,55108,38,3731,10,4,7
500,F,18,2,55105,68,3597,38,1,2
501,M,25,2,55372,34,470,96,5,3
502,M,35,6,55126,51,1095,98,4,7
503,M,35,11,73120,34,1473,13,1,4
504,M,25,2,17003,21,1985,53,8,0
505,M,35,17,37815,4,275,69,9,5
506,M,25,16,55103-1006,88,3688,0,6,3
507,F,25,0,55405,81,2952,7,0,3
508,M,25,12,55418,63,3309,92,1,7
509,M,25,2,55125,4,223,71,5,3
510,M,18,12,55109,57,2856,78,8,5
511,F,45,4,15232,43,3214,75,9,1
512,M,35,0,55379,95,2015,62,5,0
513,M,25,0,55119,59,1427,66,7,7
514,M,25,2,55113,55,610,35,0,1
515,M,25,1,55406,3,983,12,3,4
516,F,56,14,55033,18,1223,1,4,2
517,F,25,14,55408,80,439,28,5,9
518,F,35,12,75240,64,3133,45,3,5
519,F,35,14,55038,33,584,91,6,0
520,F,35,20,55104,38,1474,94,0,8
521,M,56,7,55105,89,3453,39,5,7
522,M,25,12,55124,71,1287,67,2,8
523,M,50,7,55105,46,2065,68,2,1
524,M,18,0,91320,4,2351,32,4,3
525,M,35,6,19027,20,2818,81,6,5
526,M,45,17,94806,44,1643,15,0,3
527,F,25,2,11201,70,3674,9,8,9
528,F,18,17,83843,80,3657,16,6,3
529,M,35,12,92009,31,1530,56,9,5
530,M,25,2,10019,28,841,96,5,2
531,F,18,14,22206,34,3246,86,8,7
532,M,25,7,94301,28,1597,79,4,9
533,M,25,12,27514,26,2008,22,5,0
534,M,25,15,55902,42,2407,37,8,4
535,M,35,6,95370,48,1573,54,5,3
536,M,25,20,01267,46,3407,90,3,6
537,M,45,14,07704,28,1255,31,9,4
538,M,56,16,95407,54,237,58,5,1
539,M,25,2,55103,21,3934,95,0,8
540,M,18,1,15213,84,2418,59,2,5
541,F,18,4,5849574,11,1648,12,8,3
542,M,18,4,78705,29,2849,65,5,5
543,M,25,5,55057,64,1854,24,7,8
544,M,35,12,94538,43,2722,71,3,9
545,M,35,17,01890,23,3692,61,1,0
546,F,25,0,37211,15,1715,83,5,6
547,M,35,12,76109,3,3901,0,3,7
548,F,35,16,96860,90,3517,49,4,2
549,M,25,6,53217,32,3585,56,5,4
550,M,45,8,21559,91,1852,42,9,9
551,M,35,20,55116,75,1690,88,8,9
552,M,50,18,23456,96,777,5,7,1
553,M,25,2,94131,9,2318,34,8,2
554,M,25,12,94086,37,368,68,0,3
555,M,18,4,53213,48,2084,90,3,3
556,F,25,9,37221,78,1033,75,0,2
557,M,56,1,30030,1,2521,15,3,3
558,M,35,20,55108,59,1654,24,3,6
559,F,25,7,60422,22,1241,72,8,5
560,M,45,15,81335,36,854,5,2,1
561,F,18,14,64060,19,1589,87,4,8
562,M,35,20,48083,62,2505,10,0,4
563,M,25,4,53703,25,2683,3,9,0
564,M,45,1,49419,54,3344,18,4,3
565,M,25,16,45242,46,164,37,8,7
566,M,25,17,92122,26,150,79,1,5
567,M,35,20,52570-9634,9,3686,18,2,2
568,F,50,17,19716,11,3156,57,9,5
569,F,18,4,97339,12,2415,45,9,4
570,M,25,4,33314,15,130,20,2,1
571,M,50,5,95401,30,795,88,6,6
572,M,18,4,61801,76,448,27,2,7
573,F,35,2,98119,46,3412,4,4,1
574,M,25,19,90214,12,2830,70,4,0
575,M,25,12,92130,15,1632,81,1,5
576,F,45,15,20910,64,1922,65,9,7
577,M,35,0,02115,13,3727,67,6,1
578,M,18,17,90064,96,3112,96,1,8
579,M,25,5,32839,54,2383,62,9,8
580,M,1,10,08534,2,2744,32,2,9
581,M,50,14,73543,97,1705,63,6,4
582,M,18,4,67042,66,1207,35,5,2
583,F,25,0,48067,66,3075,52,4,5
584,F,25,0,94403,71,1644,76,7,0
585,M,18,1,53703,37,443,6,6,0
586,M,35,14,53092,91,3527,43,6,0
587,M,25,20,92649,91,2,5,1,9
588,F,25,11,23220,2,359,40,7,3
589,M,18,2,90210,63,1474,86,3,1
590,F,35,6,98032,99,1548,8,5,7
591,M,25,0,76201,13,2033,55,5,4
592,M,18,0,92103,23,2332,40,0,6
593,F,50,1,91711,48,2953,85,3,1
594,F,56,13,60076,12,1719,37,2,2
595,M,25,7,10019,82,3242,47,3,0
596,F,25,1,01950,15,2454,0,2,3
597,M,35,12,80206,43,188,20,5,1
598,M,35,7,95476,54,3359,28,8,9
599,M,50,6,53711,75,2741,52,4,9
600,M,35,17,66209,7,3127,51,7,9
601,F,18,20,06320,65,787,10,1,9
602,F,56,6,14612,28,3520,16,9,7
603,F,25,6,32256,9,436,52,0,3
604,M,45,17,32256,67,1647,9,8,2
605,F,18,4,44425,67,2562,22,4,3
606,F,1,10,49507,49,558,79,9,4
607,M,25,0,43614,76,3768,71,8,5
608,M,18,4,18011,72,1907,63,9,7
609,M,25,7,10012,35,2465,74,5,6
610,M,25,4,77025,55,3040,28,9,6
611,M,35,0,20715,42,3247,18,4,4
612,M,50,7,95020,22,1291,67,7,4
613,M,35,20,10562,30,1623,58,5,1
614,M,35,1,90024,88,1152,44,3,6
615,M,50,17,32951,86,2934,64,8,8
616,M,25,7,94115,65,698,82,7,1
617,F,25,7,92117,95,257,33,5,5
618,M,25,0,74105,81,2401,73,9,0
619,F,18,1,94706,41,2482,21,9,8
620,M,18,0,13210,82,2833,37,5,9
621,M,18,4,93560,12,1962,95,6,2
622,M,25,0,92612,87,2829,8,3,2
623,M,25,17,60555,24,696,33,1,1
624,M,25,1,75207,53,608,26,9,1
625,F,35,12,44106,20,281,72,0,2
626,M,18,4,77005,63,2341,19,0,4
627,M,50,2,97210,23,1631,90,8,9
628,F,35,0,20715,17,1677,53,2,0
629,F,1,10,48154,52,1754,21,6,0
630,F,35,14,80525,12,2323,19,5,2
631,M,35,17,28601,19,3526,82,5,6
632,M,45,17,07649,69,2640,0,9,5
633,M,25,17,94131,77,1070,66,4,0
634,F,1,10,49512,10,2699,47,1,0
635,M,56,17,33785,13,3824,53,0,0
636,M,18,20,92055,76,2534,10,4,3
637,M,35,12,97132,57,2604,79,5,1
638,M,25,6,77584,22,3240,32,5,6
639,M,45,17,85202,44,130,72,5,3
640,M,18,4,47406,65,3777,17,4,5
641,F,35,0,55116,99,420,23,6,0
642,F,35,1,78155,64,1978,49,1,2
